acc_x_mean,acc_x_std,acc_x_min,acc_x_max,acc_x_range,acc_x_peaks,acc_y_mean,acc_y_std,acc_y_min,acc_y_max,acc_y_range,acc_y_peaks,acc_z_mean,acc_z_std,acc_z_min,acc_z_max,acc_z_range,acc_z_peaks,gyro_x_mean,gyro_x_std,gyro_x_min,gyro_x_max,gyro_x_range,gyro_x_peaks,gyro_y_mean,gyro_y_std,gyro_y_min,gyro_y_max,gyro_y_range,gyro_y_peaks,gyro_z_mean,gyro_z_std,gyro_z_min,gyro_z_max,gyro_z_range,gyro_z_peaks,mag_x_mean,mag_x_std,mag_x_min,mag_x_max,mag_x_range,mag_x_peaks,mag_y_mean,mag_y_std,mag_y_min,mag_y_max,mag_y_range,mag_y_peaks,mag_z_mean,mag_z_std,mag_z_min,mag_z_max,mag_z_range,mag_z_peaks,Label
-0.53574,0.154760106,-0.7358,-0.1401,0.5957,2,-1.20171,0.225858579,-1.665,-0.63,1.035,2,0.372245,0.991538028,-0.6994,2.1993,2.8987,1,0.14853,0.096524598,-0.0494,0.2461,0.2955,2,-0.0298,0.241661519,-0.322,0.3644,0.6864,1,0.28811,0.124022772,0.0893,0.4801,0.3908,1,-30.462745,0.300418474,-31.1459,-30.0817,1.0642,3,-11.753225,0.218666396,-12.073,-11.399,0.674,7,-30.05593,0.268839339,-30.5015,-29.5457,0.9558,5,Walking
-0.76063,0.103677631,-0.9443,-0.5801,0.3642,2,-0.903565,0.406399369,-1.5478,-0.3856,1.1622,2,-0.421435,0.583371871,-1.2147,0.5014,1.7161,0,-0.12121,0.097945597,-0.2295,0.0294,0.2589,2,0.130985,0.097865532,-0.0195,0.2833,0.3028,1,0.07068,0.089761922,-0.0549,0.188,0.2429,1,-30.923455,0.178278281,-31.2374,-30.6901,0.5473,7,-10.75601,0.360085742,-11.2712,-10.1111,1.1601,3,-30.162,0.311423051,-30.7266,-29.6312,1.0954,5,Walking
-0.43024,0.171441224,-0.7038,-0.0698,0.634,3,0.12404,0.273313751,-0.4634,0.4452,0.9086,1,-0.070835,0.494064434,-0.908,0.6706,1.5786,2,0.045285,0.111219914,-0.1785,0.2009,0.3794,2,0.014145,0.176037594,-0.2274,0.2474,0.4748,1,-0.01953,0.079280622,-0.1767,0.0722,0.2489,2,-30.250375,0.194865646,-30.7511,-29.9657,0.7854,5,-10.005245,0.173051693,-10.4771,-9.7551,0.722,5,-30.831485,0.226062877,-31.1771,-30.4452,0.7319,6,Walking
-0.35683,0.325315433,-0.9062,0.1487,1.0549,1,-0.093765,0.390358842,-0.8091,0.3528,1.1619,1,0.44118,0.3798718,-0.1682,0.9421,1.1103,2,0.014545,0.135689784,-0.2292,0.1661,0.3953,1,-0.12103,0.206067179,-0.5692,0.0567,0.6259,1,-0.228595,0.024867961,-0.2711,-0.1902,0.0809,2,-30.391765,0.232630061,-30.7666,-30.0856,0.681,4,-11.516785,0.503134752,-12.1637,-10.6791,1.4846,2,-30.030415,0.394542804,-30.5524,-29.4628,1.0896,3,Walking
0.375755,0.473355577,-0.3157,1.0786,1.3943,1,-1.02642,0.244112277,-1.4395,-0.638,0.8015,1,-0.0768,0.465421115,-0.7278,0.7134,1.4412,3,0.022735,0.158750932,-0.1685,0.2767,0.4452,2,0.056815,0.174458856,-0.1873,0.332,0.5193,1,-0.123945,0.159041395,-0.3348,0.1272,0.462,1,-30.2702,0.164739157,-30.6965,-30.0686,0.6279,3,-12.571275,0.239724934,-12.9058,-12.0891,0.8167,5,-29.977255,0.142873586,-30.1624,-29.7342,0.4282,4,Walking
0.30617,0.093072623,0.1599,0.4498,0.2899,3,-0.442435,0.230206762,-0.8648,-0.1086,0.7562,3,-0.690525,0.138640152,-0.8898,-0.4148,0.475,2,-0.17681,0.052909611,-0.2524,-0.0816,0.1708,2,0.076055,0.086871552,-0.0168,0.2569,0.2737,1,-0.165275,0.031044225,-0.2175,-0.121,0.0965,2,-29.513795,0.208369785,-30.0567,-29.2101,0.8466,5,-12.85131,0.141919427,-13.1013,-12.5992,0.5021,5,-30.397665,0.168763228,-30.7202,-29.9703,0.7499,5,Walking
0.236035,0.204153022,-0.24,0.563,0.803,1,0.406,0.307189376,-0.1018,0.7917,0.8935,2,0.363735,0.743062945,-0.8868,1.4358,2.3226,2,0.04413,0.273325131,-0.382,0.4622,0.8442,2,0.0441,0.250538787,-0.3923,0.3717,0.764,0,0.03653,0.07837122,-0.0653,0.201,0.2663,1,-29.062845,0.24064333,-29.3396,-28.5343,0.8053,5,-12.51255,0.173131119,-12.7737,-12.1653,0.6084,6,-30.99281,0.275036079,-31.5355,-30.631,0.9045,5,Walking
-0.46173,0.489408144,-1.1233,0.4761,1.5994,1,-0.52505,0.700122385,-1.6705,0.3306,2.0011,1,0.53328,1.116702171,-1.2097,2.3296,3.5393,1,0.17487,0.154416683,-0.0602,0.4222,0.4824,1,0.11529,0.424793177,-0.5097,0.8485,1.3582,1,0.374865,0.15416236,0.1767,0.644,0.4673,2,-29.323565,0.343568506,-29.8907,-28.8309,1.0598,3,-12.46957,0.240052849,-12.8872,-12.0387,0.8485,3,-30.749055,0.299020544,-31.1454,-30.2182,0.9272,4,Walking
-0.397805,0.269139851,-0.7888,-0.034,0.7548,1,-1.057265,0.396642218,-1.5855,-0.4322,1.1533,2,-0.302485,0.67941295,-1.3169,0.7632,2.0801,2,-0.08708,0.152042756,-0.2393,0.2138,0.4531,1,-0.14342,0.317557889,-0.6324,0.3866,1.019,1,0.064085,0.120562023,-0.0804,0.4004,0.4808,1,-30.12956,0.530534156,-30.75,-29.1092,1.6408,1,-11.622795,0.363149413,-11.9658,-10.7914,1.1744,2,-30.44604,0.335498406,-31.1193,-30.0535,1.0658,1,Walking
-0.65024,0.169331832,-0.9639,-0.4169,0.547,2,-0.021105,0.47444834,-0.7856,0.7169,1.5025,2,-0.41121,0.375027199,-1.082,0.0182,1.1002,2,-0.082575,0.175887151,-0.3702,0.1612,0.5314,1,0.061465,0.065995373,-0.1284,0.1412,0.2696,3,-0.09779,0.056515174,-0.1872,-0.0147,0.1725,2,-29.89434,0.225950931,-30.3522,-29.5668,0.7854,4,-10.70803,0.170316171,-10.9851,-10.4165,0.5686,2,-30.83115,0.230608396,-31.1467,-30.4357,0.711,5,Walking
-0.509335,0.230330188,-0.9151,-0.0757,0.8394,1,0.1469,0.294003706,-0.3181,0.7616,1.0797,1,0.36833,0.130965641,0.1234,0.5758,0.4524,2,0.06768,0.091908349,-0.1817,0.1654,0.3471,1,-0.100685,0.105829657,-0.2663,0.0391,0.3054,3,-0.1532,0.05659462,-0.2244,-0.0774,0.147,2,-29.7589,0.122379631,-29.9912,-29.5727,0.4185,5,-11.758595,0.498706128,-12.4697,-10.8703,1.5994,2,-30.648725,0.186128103,-31.0056,-30.3444,0.6612,4,Walking
0.44317,0.401235346,0.063,1.2495,1.1865,2,-1.000405,0.418837098,-1.7296,-0.5072,1.2224,1,-0.09958,0.865668815,-1.1325,1.2642,2.3967,2,0.057845,0.202003268,-0.325,0.2713,0.5963,2,-0.029955,0.220181347,-0.2825,0.3314,0.6139,1,-0.06596,0.192137522,-0.4783,0.1706,0.6489,1,-29.920015,0.156259225,-30.2249,-29.6962,0.5287,5,-12.724635,0.264930331,-13.0623,-12.2658,0.7965,3,-30.24475,0.127957737,-30.4671,-29.9769,0.4902,4,Walking
0.225625,0.275044949,0.0012,1.0339,1.0327,2,-0.52508,0.385721796,-1.0169,0.1268,1.1437,3,-0.381045,0.402768805,-0.9407,0.2599,1.2006,1,-0.30407,0.109146127,-0.4781,-0.1802,0.2979,1,0.013745,0.134359132,-0.1532,0.2868,0.44,1,-0.19248,0.161625448,-0.5026,0.0101,0.5127,2,-29.60633,0.252597158,-30.0413,-29.1509,0.8904,4,-12.64218,0.305656738,-13.1088,-12.1695,0.9393,6,-30.44798,0.280253563,-30.7436,-29.962,0.7816,6,Walking
0.232015,0.143607675,0.0937,0.4998,0.4061,4,0.477275,0.225963141,0.1267,0.8734,0.7467,2,0.0475,0.422484164,-0.3475,1.0639,1.4114,2,0.094985,0.13945807,-0.1697,0.3269,0.4966,1,0.00992,0.097133257,-0.1495,0.1398,0.2893,2,0.100205,0.078522471,-0.0384,0.1855,0.2239,1,-29.54003,0.136994544,-29.8607,-29.3428,0.5179,4,-12.047425,0.098356357,-12.2552,-11.8413,0.4139,6,-30.866165,0.127822706,-31.0475,-30.5724,0.4751,7,Walking
-0.52231,0.45496404,-1.3629,0.021,1.3839,1,-0.45641,0.687179466,-1.4737,0.4687,1.9424,1,0.58831,0.739006185,-0.5865,1.6325,2.219,1,0.15371,0.111029995,0.0145,0.3929,0.3784,3,0.126915,0.353754842,-0.4422,0.5814,1.0236,2,0.360745,0.115614249,0.1696,0.5527,0.3831,2,-29.92117,0.301035256,-30.3673,-29.4454,0.9219,3,-11.91288,0.302243899,-12.3551,-11.2356,1.1195,6,-30.583925,0.226488774,-30.9779,-30.2434,0.7345,4,Walking
-0.423305,0.073678575,-0.5457,-0.2867,0.259,3,-0.93357,0.083416144,-1.0977,-0.6962,0.4015,3,-0.03463,0.504548796,-0.7925,0.7556,1.5481,1,-0.09236,0.101944605,-0.233,0.1152,0.3482,1,-0.02485,0.196235054,-0.2931,0.4406,0.7337,1,0.350125,0.0778245,0.2065,0.5027,0.2962,1,-30.408675,0.425397825,-30.9502,-29.7588,1.1914,5,-9.7631,0.849960079,-11.0763,-8.5194,2.5569,3,-30.744655,0.175445605,-31.0967,-30.469,0.6277,6,Walking
-0.45171,0.146187677,-0.6739,-0.2643,0.4096,3,-0.42044,0.164325541,-0.6152,0.0057,0.6209,3,-0.42176,0.175322065,-0.6947,-0.0558,0.6389,2,0.01204,0.081501634,-0.0641,0.1878,0.2519,1,0.029395,0.081385862,-0.1715,0.1785,0.35,2,-0.13838,0.125520065,-0.3189,0.1411,0.46,1,-30.678625,0.18863673,-30.9335,-30.2668,0.6667,5,-8.775395,0.282778971,-9.5797,-8.4325,1.1472,6,-30.95891,0.114875258,-31.169,-30.714,0.455,3,Walking
-0.42111,0.34443343,-0.8597,0.4732,1.3329,1,-0.198565,0.220778639,-0.5757,0.1588,0.7345,1,0.265645,0.596280984,-0.6388,1.8014,2.4402,1,0.055195,0.131426152,-0.1572,0.2607,0.4179,2,-0.268985,0.257427212,-0.7559,0.0286,0.7845,1,-0.466785,0.056128008,-0.5585,-0.363,0.1955,1,-30.365695,0.232747841,-30.9055,-29.9957,0.9098,3,-11.171025,0.871823832,-12.3201,-9.6116,2.7085,2,-30.21306,0.570479443,-31.0762,-29.1998,1.8764,4,Walking
0.503305,0.325429091,-0.0114,0.9803,0.9917,2,-0.978905,0.237628699,-1.3334,-0.5873,0.7461,2,0.30683,0.66913162,-0.29,1.863,2.153,1,-0.04246,0.056723879,-0.1451,0.0362,0.1813,2,0.01319,0.243628929,-0.3124,0.402,0.7144,1,-0.312985,0.202817036,-0.5972,-0.0883,0.5089,1,-30.126355,0.448314334,-30.9878,-29.6648,1.323,3,-13.58624,0.477849349,-14.2492,-12.65,1.5992,4,-29.45731,0.195822343,-29.8825,-29.2004,0.6821,6,Walking
0.166605,0.102523585,-0.0016,0.4399,0.4415,1,-0.385605,0.211725791,-0.7809,-0.0775,0.7034,2,-0.49198,0.253547437,-0.8626,0.1167,0.9793,1,-0.09759,0.112646198,-0.2527,0.1123,0.365,1,-0.026325,0.03711416,-0.084,0.0508,0.1348,2,-0.01808,0.039801327,-0.0873,0.0489,0.1362,1,-30.055685,0.063942351,-30.1909,-29.9801,0.2108,6,-13.80853,0.174975501,-14.1976,-13.5234,0.6742,7,-29.45415,0.108304822,-29.6814,-29.268,0.4134,5,Walking
0.31583,0.28627159,-0.0409,0.766,0.8069,3,0.15515,0.257162255,-0.3418,0.5603,0.9021,1,-0.093805,0.606510297,-1.0216,0.9469,1.9685,1,0.121175,0.057138524,0.0345,0.2071,0.1726,1,0.098675,0.219627193,-0.199,0.5296,0.7286,1,0.07807,0.029851317,0.0365,0.159,0.1225,1,-30.023135,0.152426265,-30.2734,-29.6949,0.5785,6,-13.8094,0.116195275,-14.0668,-13.6391,0.4277,7,-29.591535,0.181084705,-30.0122,-29.3246,0.6876,4,Walking
-0.30543,0.409858803,-0.9102,0.3683,1.2785,1,-0.418955,0.583242982,-1.2304,0.3163,1.5467,1,0.53506,0.558521287,-0.4605,1.4157,1.8762,1,0.045615,0.090994078,-0.1132,0.1851,0.2983,1,0.22168,0.207105849,-0.0333,0.5171,0.5504,2,0.272055,0.113064179,0.12,0.4896,0.3696,2,-29.699185,0.179162472,-30.0096,-29.3395,0.6701,4,-13.5544,0.403683762,-14.07,-12.8868,1.1832,4,-30.198405,0.306991216,-30.7876,-29.7927,0.9949,3,Walking
-0.234295,0.185371151,-0.5013,0.0647,0.566,1,-0.850355,0.226697204,-1.2366,-0.5929,0.6437,2,-0.16242,0.716229063,-1.3756,0.8616,2.2372,1,-0.104615,0.088029644,-0.2454,0.0426,0.288,1,-0.072765,0.177795529,-0.3668,0.1952,0.562,1,0.289045,0.087910508,0.0914,0.4583,0.3669,1,-30.028705,0.328272889,-30.4892,-29.4466,1.0426,2,-11.672635,0.633844329,-12.5111,-10.717,1.7941,1,-30.54717,0.190356539,-30.8363,-30.1547,0.6816,4,Walking
-0.25327,0.150858497,-0.5095,-0.0291,0.4804,3,-0.413465,0.301703482,-0.7837,0.1321,0.9158,4,-0.559015,0.344177086,-1.3876,-0.1676,1.22,4,-0.11729,0.068088486,-0.2201,0.0461,0.2662,2,-0.05891,0.068202814,-0.19,0.0356,0.2256,3,-0.179225,0.107258924,-0.2971,0.0333,0.3304,1,-30.61312,0.105556007,-30.7648,-30.3736,0.3912,4,-10.483435,0.211576004,-10.8642,-10.1613,0.7029,3,-30.419715,0.109015794,-30.5528,-30.1417,0.4111,5,Walking
-0.335355,0.287051843,-0.8671,0.092,0.9591,1,0.247395,0.165031586,-0.1161,0.4709,0.587,3,0.42831,0.346350396,-0.0529,1.4407,1.4936,1,0.10026,0.061601529,0.0118,0.2144,0.2026,2,-0.27181,0.28969637,-0.8149,0.0838,0.8987,1,-0.309005,0.072081825,-0.403,-0.1707,0.2323,1,-30.61859,0.152312642,-31.0258,-30.4042,0.6216,4,-11.944815,0.66661046,-12.9718,-10.9256,2.0462,5,-29.90517,0.355195079,-30.4135,-29.0066,1.4069,1,Walking
0.59802,0.232191532,0.2503,1.0212,0.7709,2,-0.928645,0.499439051,-1.758,0.0824,1.8404,2,0.45734,1.226172053,-1.0418,2.4283,3.4701,1,0.10221,0.136624536,-0.1301,0.2663,0.3964,2,-0.065655,0.294418619,-0.7439,0.3797,1.1236,1,-0.300215,0.146401408,-0.5032,-0.0606,0.4426,1,-31.215855,0.281608431,-31.63,-30.8169,0.8131,1,-14.37853,0.673387651,-15.396,-13.256,2.14,3,-28.092615,0.264819375,-28.8361,-27.6968,1.1393,4,Walking
0.14462,0.308907712,-0.2389,0.6904,0.9293,0,-0.64554,0.36196903,-1.112,-0.104,1.008,1,-0.62083,0.452237514,-1.278,0.0535,1.3315,0,-0.144425,0.123763471,-0.3487,0.0447,0.3934,1,0.02088,0.1283809,-0.1465,0.2507,0.3972,2,-0.20735,0.162894099,-0.5166,-0.0612,0.4554,2,-30.27206,0.325356791,-30.9131,-29.8704,1.0427,2,-15.980425,0.143496421,-16.1592,-15.5159,0.6433,7,-28.1381,0.17996593,-28.3439,-27.7967,0.5472,4,Walking
0.598965,0.095214286,0.5102,0.8202,0.31,4,0.082385,0.234352856,-0.3274,0.431,0.7584,3,0.021595,0.500234243,-0.6168,0.9184,1.5352,2,0.092285,0.103416905,-0.158,0.2597,0.4177,2,-0.01069,0.152908171,-0.1958,0.2332,0.429,2,-0.0027,0.058308533,-0.1467,0.0427,0.1894,2,-29.926615,0.17663727,-30.2008,-29.6033,0.5975,5,-16.263595,0.140096568,-16.4947,-15.9643,0.5304,8,-28.35405,0.210974426,-28.6069,-27.8674,0.7395,3,Walking
-0.150785,0.327259998,-0.6945,0.3169,1.0114,1,-0.100225,0.44626533,-0.6682,0.6806,1.3488,2,0.79458,0.793370612,-0.5057,1.9699,2.4756,2,0.14946,0.173319432,-0.1582,0.4059,0.5641,1,-0.034025,0.263375974,-0.5373,0.3327,0.87,2,0.011925,0.058903539,-0.1004,0.1051,0.2055,2,-30.251905,0.224980934,-30.5973,-29.849,0.7483,4,-16.784615,0.179146287,-17.1012,-16.5043,0.5969,6,-27.724845,0.307257901,-28.2335,-27.3392,0.8943,4,Walking
-0.26099,0.321914951,-0.6721,0.3154,0.9875,1,-1.01532,0.294591184,-1.476,-0.6838,0.7922,3,0.46056,0.894867271,-1.3311,1.8346,3.1657,1,0.28897,0.136298386,0.0625,0.5008,0.4383,2,0.04802,0.155408136,-0.1476,0.2785,0.4261,1,-0.048,0.090876559,-0.1638,0.091,0.2548,2,-30.23156,0.217545877,-30.5213,-29.7823,0.739,5,-18.075095,0.515852482,-19.0155,-17.2132,1.8023,5,-26.59979,0.348968715,-27.3517,-26.182,1.1697,5,Walking
-0.951695,0.210251969,-1.2127,-0.3681,0.8446,3,-0.72688,0.463965055,-1.58,0.121,1.701,1,-1.43933,0.684542972,-2.4288,-0.1016,2.3272,0,-0.0666,0.119198507,-0.2128,0.1798,0.3926,1,-0.001545,0.202427751,-0.2211,0.3476,0.5687,3,-0.02032,0.071798779,-0.1475,0.0995,0.247,2,-29.02767,0.259155895,-29.5747,-28.7414,0.8333,5,-19.29422,0.123075617,-19.4985,-19.0833,0.4152,7,-26.341875,0.213070903,-26.6673,-25.9566,0.7107,4,Walking
-0.477715,0.485004995,-0.9892,0.6888,1.678,2,0.075815,0.209016653,-0.3125,0.4428,0.7553,2,0.36619,0.353620617,-0.2119,1.1549,1.3668,1,-0.028445,0.120795693,-0.2645,0.1096,0.3741,1,-0.022585,0.208513864,-0.3621,0.2577,0.6198,1,-0.01277,0.09389483,-0.2225,0.0796,0.3021,2,-29.42897,0.177794221,-29.8252,-29.1916,0.6336,5,-19.29646,0.109826151,-19.5509,-19.0928,0.4581,4,-25.946325,0.137891508,-26.1829,-25.673,0.5099,4,Walking
1.077765,0.330734531,0.6927,1.711,1.0183,2,-0.94492,0.268837891,-1.3761,-0.4792,0.8969,1,0.288155,0.656539065,-0.6553,1.3189,1.9742,2,-0.19067,0.141948385,-0.4943,0.021,0.5153,1,-0.11328,0.288435203,-0.5619,0.3849,0.9468,1,-0.16992,0.162836042,-0.5212,0.024,0.5452,1,-30.013545,0.185237735,-30.3252,-29.6263,0.6989,4,-18.8801,0.183344119,-19.2391,-18.6616,0.5775,6,-26.27742,0.36069302,-26.8432,-25.6186,1.2246,3,Walking
0.457955,0.382586618,0.1388,1.5199,1.3811,2,-0.21493,0.404925533,-0.7204,0.4402,1.1606,2,-0.3361,0.255907587,-0.6522,0.299,0.9512,1,-0.289705,0.229251415,-0.6526,-0.0265,0.6261,1,-0.010615,0.146621323,-0.1829,0.2533,0.4362,2,-0.27864,0.135945568,-0.531,-0.1116,0.4194,1,-29.389805,0.410036364,-30.2482,-28.99,1.2582,5,-18.908935,0.142209712,-19.1188,-18.6228,0.496,6,-27.139995,0.461606282,-27.5902,-26.2191,1.3711,5,Walking
0.281275,0.244540082,-0.1064,0.7365,0.8429,3,0.16121,0.248904176,-0.3991,0.4122,0.8113,2,0.247545,0.301185983,-0.1134,0.6852,0.7986,3,0.26496,0.127548432,0.0314,0.4096,0.3782,2,0.05312,0.113162775,-0.1065,0.3271,0.4336,1,0.064575,0.143360549,-0.2002,0.2757,0.4759,1,-29.011715,0.135757207,-29.2487,-28.7789,0.4698,5,-19.351505,0.339263759,-19.8057,-18.779,1.0267,3,-27.03105,0.243470108,-27.3804,-26.5738,0.8066,5,Walking
-0.593695,0.517576569,-1.4781,0.2032,1.6813,2,-0.76319,0.423350742,-1.4285,-0.1674,1.2611,2,0.511685,0.933540318,-0.8211,2.0508,2.8719,1,0.065725,0.188860422,-0.3017,0.3035,0.6052,1,0.066725,0.346510899,-0.5445,0.6163,1.1608,1,0.431105,0.06430554,0.343,0.5458,0.2028,2,-29.90938,0.50114488,-30.4438,-28.9495,1.4943,4,-19.310395,0.654432163,-20.0681,-18.0012,2.0669,2,-26.29189,0.315416429,-26.7058,-25.7347,0.9711,2,Walking
-0.442895,0.334940012,-0.9738,0.0929,1.0667,2,-0.94636,0.177792448,-1.2042,-0.6349,0.5693,2,-0.08521,1.004061827,-1.5146,0.947,2.4616,1,-0.08534,0.107252312,-0.2142,0.1251,0.3393,2,0.084565,0.207822961,-0.248,0.4144,0.6624,1,0.26406,0.147179786,0.0229,0.4823,0.4594,2,-31.19757,0.220293198,-31.5598,-30.7034,0.8564,3,-16.871345,0.60826101,-17.8848,-15.9419,1.9429,2,-26.80598,0.402577705,-27.5588,-26.2834,1.2754,4,Walking
-0.48678,0.286513112,-0.8786,-0.1128,0.7658,1,-0.1733,0.383485822,-0.7168,0.4779,1.1947,0,-0.485885,0.302496888,-1.1145,-0.0996,1.0149,2,-0.096275,0.099164302,-0.2192,0.0617,0.2809,2,0.042725,0.068981816,-0.137,0.1327,0.2697,2,-0.047795,0.075381626,-0.2617,0.0221,0.2838,1,-31.001545,0.18238621,-31.305,-30.6418,0.6632,5,-15.577995,0.166044532,-15.8535,-15.3422,0.5113,5,-27.75161,0.249983981,-28.1514,-27.3953,0.7561,5,Walking
-0.305945,0.366889977,-0.9563,0.4557,1.412,1,-0.08295,0.259302388,-0.6406,0.4639,1.1045,2,0.40841,0.283764601,-0.1008,0.9879,1.0887,3,0.059095,0.103445979,-0.175,0.2336,0.4086,2,-0.21144,0.127226768,-0.4209,0.0469,0.4678,3,-0.29869,0.081103908,-0.4806,-0.1549,0.3257,2,-30.74741,0.107041991,-30.9624,-30.5499,0.4125,5,-16.57485,0.638163254,-17.6493,-15.5589,2.0904,2,-27.366185,0.451975284,-28.0256,-26.5744,1.4512,4,Walking
0.49287,0.358379828,-0.178,0.9659,1.1439,2,-1.01984,0.358018289,-1.5636,-0.6002,0.9634,2,0.512475,0.500797814,-0.139,1.3988,1.5378,2,-0.140565,0.107172348,-0.343,0.0344,0.3774,2,-0.03514,0.253667441,-0.365,0.4193,0.7843,1,-0.29154,0.162964307,-0.5445,-0.0459,0.4986,1,-30.36079,0.368132003,-31.0165,-29.9503,1.0662,4,-18.269945,0.2741708,-18.6152,-17.6738,0.9414,4,-26.603125,0.244246713,-26.9535,-26.1679,0.7856,3,Walking
0.12546,0.114907373,-0.0578,0.4044,0.4622,3,-0.32543,0.307832563,-0.8546,0.0537,0.9083,2,-0.604335,0.390787143,-1.0848,0.0852,1.17,1,-0.165195,0.094683026,-0.3672,-0.0581,0.3091,1,-0.00225,0.097308034,-0.1416,0.1432,0.2848,2,-0.03982,0.056378033,-0.1896,0.0356,0.2252,1,-29.832595,0.113476784,-30.1154,-29.611,0.5044,6,-18.22483,0.198268777,-18.6343,-17.8547,0.7796,4,-27.13042,0.203117335,-27.3724,-26.6625,0.7099,4,Walking
0.20607,0.108045852,-0.1199,0.3631,0.483,2,0.18461,0.178071856,-0.2082,0.3716,0.5798,3,0.123065,0.429008924,-0.2692,1.0769,1.3461,2,0.14917,0.113324023,-0.0029,0.4097,0.4126,2,0.146915,0.104783302,-0.0321,0.4597,0.4918,2,0.076365,0.052623714,-0.0317,0.179,0.2107,1,-29.516935,0.127725445,-29.7617,-29.311,0.4507,4,-18.106215,0.186617457,-18.4352,-17.8769,0.5583,6,-27.509295,0.1323659,-27.7127,-27.2846,0.4281,7,Walking
-0.403795,0.440839078,-1.1228,0.0816,1.2044,2,-0.570655,0.758574092,-1.4664,0.5129,1.9793,1,0.83324,0.896724024,-0.4368,2.233,2.6698,1,0.251795,0.179438055,-0.045,0.4822,0.5272,1,0.14227,0.302095159,-0.3677,0.5611,0.9288,1,0.386045,0.099247829,0.2352,0.5325,0.2973,2,-29.69382,0.399695691,-30.2049,-29.0975,1.1074,4,-18.09428,0.261312877,-18.5634,-17.6137,0.9497,5,-27.547155,0.27242442,-28.0081,-27.0014,1.0067,4,Walking
-0.076715,0.147771521,-0.3302,0.1329,0.4631,3,-1.421295,0.25060963,-1.7872,-1.1051,0.6821,3,0.08509,0.689700198,-0.8754,1.0176,1.893,1,-0.041895,0.156104002,-0.2197,0.31,0.5297,1,-0.020695,0.273484562,-0.4634,0.328,0.7914,1,0.168105,0.106831304,0.0475,0.4269,0.3794,1,-30.825515,0.399117194,-31.2722,-30.0653,1.2069,2,-17.22135,0.314934113,-17.7376,-16.5792,1.1584,3,-26.910135,0.315140975,-27.432,-26.439,0.993,3,Walking
-0.43203,0.134697821,-0.6659,-0.2686,0.3973,2,-0.323445,0.416762442,-1.0052,0.41,1.4152,1,-0.889175,0.392559896,-1.3444,-0.1079,1.2365,2,-0.184835,0.06966307,-0.3169,-0.0721,0.2448,1,0.01767,0.07918349,-0.1319,0.2489,0.3808,3,-0.16901,0.112713819,-0.3053,0.0662,0.3715,1,-30.554895,0.211971386,-30.983,-30.2189,0.7641,5,-16.311845,0.115088551,-16.582,-16.1084,0.4736,5,-27.7034,0.267621118,-28.1072,-27.3179,0.7893,2,Walking
-0.43171,0.167225742,-0.6872,-0.125,0.5622,2,0.292045,0.103473313,0.1615,0.5182,0.3567,3,0.36596,0.168327385,0.0403,0.5791,0.5388,2,0.06544,0.078054785,-0.0378,0.2106,0.2484,2,-0.19591,0.142998119,-0.5246,-0.0709,0.4537,2,-0.108095,0.055802468,-0.198,-0.019,0.179,2,-30.37288,0.129051535,-30.6242,-30.1751,0.4491,6,-16.80005,0.258430148,-17.3152,-16.4005,0.9147,5,-27.504325,0.333038472,-28.0504,-26.8367,1.2137,4,Walking
0.145615,0.385534501,-0.4818,0.8549,1.3367,2,-0.920635,0.64423049,-1.778,0.1855,1.9635,0,0.09135,0.793521112,-1.052,1.1274,2.1794,1,-0.06618,0.1188508,-0.3174,0.1463,0.4637,1,-0.093385,0.257874125,-0.4962,0.2173,0.7135,1,-0.037475,0.244584915,-0.349,0.3573,0.7063,1,-30.97826,0.127009501,-31.1618,-30.6467,0.5151,5,-17.320405,0.172583286,-17.5652,-16.9525,0.6127,5,-26.33344,0.167534329,-26.6904,-26.0217,0.6687,5,Walking
0.18753,0.259378644,-0.0773,0.6136,0.6909,1,-0.53888,0.328231799,-0.9977,0.0086,1.0063,2,-0.43365,0.91431443,-1.5663,0.9009,2.4672,1,-0.268945,0.050461584,-0.3568,-0.2065,0.1503,2,-0.016265,0.260738922,-0.503,0.3548,0.8578,1,-0.198855,0.127323499,-0.3916,-0.0754,0.3162,1,-30.942675,0.306457073,-31.3529,-30.4835,0.8694,5,-17.291965,0.211109612,-17.6716,-16.9172,0.7544,3,-26.4398,0.432940149,-27.0258,-25.8479,1.1779,5,Walking
0.309605,0.113905511,0.1472,0.5196,0.3724,2,0.403195,0.322877872,-0.0025,0.8702,0.8727,2,0.002445,0.455355049,-0.6281,1.1687,1.7968,1,0.038235,0.106002143,-0.2011,0.1901,0.3912,1,0.06639,0.194465274,-0.2236,0.3644,0.588,1,0.003855,0.043524975,-0.0822,0.0761,0.1583,1,-30.386225,0.218397042,-30.675,-30.0464,0.6286,3,-16.94608,0.085010026,-17.0798,-16.7809,0.2989,4,-27.279615,0.250315997,-27.617,-26.7477,0.8693,3,Walking
