acc_x_mean,acc_x_std,acc_x_min,acc_x_max,acc_x_range,acc_x_peaks,acc_y_mean,acc_y_std,acc_y_min,acc_y_max,acc_y_range,acc_y_peaks,acc_z_mean,acc_z_std,acc_z_min,acc_z_max,acc_z_range,acc_z_peaks,gyro_x_mean,gyro_x_std,gyro_x_min,gyro_x_max,gyro_x_range,gyro_x_peaks,gyro_y_mean,gyro_y_std,gyro_y_min,gyro_y_max,gyro_y_range,gyro_y_peaks,gyro_z_mean,gyro_z_std,gyro_z_min,gyro_z_max,gyro_z_range,gyro_z_peaks,mag_x_mean,mag_x_std,mag_x_min,mag_x_max,mag_x_range,mag_x_peaks,mag_y_mean,mag_y_std,mag_y_min,mag_y_max,mag_y_range,mag_y_peaks,mag_z_mean,mag_z_std,mag_z_min,mag_z_max,mag_z_range,mag_z_peaks,Label
0.821125,0.207094266,0.5561,1.3077,0.7516,4,0.403905,0.340678355,-0.054,0.8935,0.9475,1,0.172975,0.72516819,-0.6854,1.3272,2.0126,1,-0.103505,0.086845555,-0.2733,0.0918,0.3651,1,0.00911,0.164838566,-0.2077,0.293,0.5007,1,-0.069135,0.038431826,-0.1588,-0.0103,0.1485,2,25.089015,0.189220967,24.7126,25.3974,0.6848,3,-3.041715,0.381293273,-3.8179,-2.6218,1.1961,3,-34.24461,0.144653175,-34.5042,-34.0182,0.486,8,Walking
-0.14417,0.38870005,-0.8496,0.483,1.3326,1,-0.612785,0.555731899,-1.5788,0.0055,1.5843,1,0.577035,0.616154751,-0.6572,1.3668,2.024,1,0.024165,0.209245084,-0.326,0.287,0.613,2,-0.00492,0.19178577,-0.3375,0.324,0.6615,2,0.056065,0.107788549,-0.0671,0.2847,0.3518,1,24.924565,0.200234391,24.5177,25.1709,0.6532,2,-2.7937,0.222234034,-3.106,-2.3199,0.7861,3,-34.530965,0.159075162,-34.9022,-34.3056,0.5966,3,Walking
-0.491005,0.273185617,-0.9097,-0.1374,0.7723,2,-0.927435,0.224217112,-1.3263,-0.5752,0.7511,1,-0.24827,0.562126525,-1.4393,0.4167,1.856,1,-0.05265,0.08233717,-0.2461,0.1772,0.4233,2,0.012245,0.201029954,-0.251,0.3475,0.5985,2,0.12545,0.079999284,0.0186,0.2847,0.2661,1,24.512225,0.217816271,24.2499,24.9461,0.6962,2,-3.571385,0.183194105,-3.8253,-3.06,0.7653,5,-34.62086,0.187258005,-35.005,-34.347,0.658,5,Walking
-0.62326,0.154177247,-0.8731,-0.2991,0.574,2,-0.11256,0.289332327,-0.7283,0.4601,1.1884,1,-0.478535,0.557017779,-1.5652,0.0874,1.6526,1,-0.143225,0.136519745,-0.3584,0.0629,0.4213,1,-0.052035,0.104951157,-0.2286,0.1624,0.391,2,0.060705,0.052844209,-0.0133,0.1615,0.1748,1,24.55457,0.254766073,24.1594,24.9257,0.7663,3,-3.220565,0.301223766,-3.8443,-2.8327,1.0116,2,-34.739605,0.165232946,-35.018,-34.4299,0.5881,5,Walking
-0.40195,0.429778498,-0.8731,0.6591,1.5322,1,0.045985,0.358834487,-0.4903,0.6026,1.0929,3,0.747795,0.420151191,-0.2697,1.3725,1.6422,1,-0.04272,0.074578728,-0.1928,0.0413,0.2341,1,-0.081895,0.1185927,-0.2431,0.158,0.4011,1,-0.018655,0.055353749,-0.1231,0.0663,0.1894,1,24.18518,0.151530312,23.837,24.4251,0.5881,4,-2.976965,0.104697103,-3.1642,-2.7364,0.4278,5,-35.006945,0.173756247,-35.3204,-34.6862,0.6342,6,Walking
0.707455,0.296856156,0.3294,1.2326,0.9032,2,-0.89077,0.142324229,-1.0933,-0.6433,0.45,1,-0.172805,0.591459754,-0.8973,1.2291,2.1264,0,0.016465,0.083605791,-0.1482,0.1606,0.3088,2,0.143345,0.176401705,-0.1107,0.4444,0.5551,1,-0.07626,0.069818274,-0.2115,0.0313,0.2428,1,24.485415,0.447468263,23.6816,24.9795,1.2979,5,-2.56294,0.126674731,-2.7482,-2.2166,0.5316,5,-34.939985,0.336138073,-35.4043,-34.4292,0.9751,5,Walking
0.64257,0.251479753,0.2362,1.0982,0.862,0,-0.61084,0.328492634,-1.0548,-0.1116,0.9432,3,-0.58046,0.300705621,-0.8576,0.0815,0.9391,1,-0.114915,0.114752548,-0.3224,0.0494,0.3718,2,0.055105,0.107991613,-0.1126,0.2042,0.3168,1,-0.116495,0.066663892,-0.2408,-0.0474,0.1934,2,25.015865,0.262508158,24.6518,25.4748,0.823,6,-1.61338,0.416971118,-2.4416,-1.0769,1.3647,4,-34.44778,0.186227795,-34.756,-34.1296,0.6264,6,Walking
0.591975,0.184737148,0.3398,1.071,0.7312,2,0.382,0.276081044,-0.132,0.712,0.844,1,0.005435,0.593582908,-0.6674,1.0738,1.7412,1,-0.00176,0.061591171,-0.1063,0.1332,0.2395,1,0.025,0.077259116,-0.0799,0.1932,0.2731,2,-0.056395,0.069164221,-0.1919,0.0359,0.2278,2,25.38663,0.11605304,25.1576,25.5482,0.3906,4,-0.65547,0.210470606,-1.1256,-0.3815,0.7441,5,-33.91606,0.141892214,-34.1023,-33.585,0.5173,5,Walking
-0.332775,0.367975878,-0.9489,0.1803,1.1292,1,-0.545295,0.661912926,-1.334,0.3905,1.7245,3,0.779815,0.927414101,-0.7855,1.9571,2.7426,1,0.07685,0.03867792,0.0074,0.1498,0.1424,2,0.11842,0.220253103,-0.1994,0.4765,0.6759,2,0.202375,0.072288622,0.071,0.3103,0.2393,2,25.499215,0.258614869,25.2455,26.1373,0.8918,3,-1.43885,0.553295957,-2.408,-0.535,1.873,3,-33.908435,0.296367743,-34.2915,-33.2231,1.0684,3,Walking
-0.45775,0.257074019,-0.9618,-0.062,0.8998,2,-1.0418,0.213034917,-1.3243,-0.5598,0.7645,2,-0.522735,0.316163376,-1.0784,-0.0395,1.0389,1,0.03945,0.087563066,-0.1836,0.1538,0.3374,2,-0.00134,0.055800855,-0.0845,0.0789,0.1634,1,0.218505,0.100071292,0.0589,0.3745,0.3156,2,25.82758,0.125067172,25.6623,26.058,0.3957,7,-3.534765,0.499693075,-4.176,-2.4683,1.7077,4,-33.48172,0.101745725,-33.7018,-33.3114,0.3904,6,Walking
-0.692775,0.173267922,-1.0741,-0.4827,0.5914,1,-0.37615,0.107711469,-0.5368,-0.1321,0.4047,1,-0.548705,0.183889705,-0.9309,-0.1472,0.7837,2,-0.09877,0.100329448,-0.2702,0.0591,0.3293,1,-0.03483,0.072049692,-0.1592,0.0789,0.2381,1,0.052145,0.024353367,0.0108,0.1041,0.0933,4,25.644375,0.125932942,25.468,25.961,0.493,4,-3.809825,0.126050866,-4.1939,-3.6321,0.5618,5,-33.73716,0.132450909,-33.9992,-33.4385,0.5607,5,Walking
-0.108025,0.515688337,-0.8748,0.8128,1.6876,2,-0.295215,0.489070852,-1.6041,0.165,1.7691,2,1.08983,0.378812322,0.0863,1.4915,1.4052,2,-0.03508,0.104107577,-0.1812,0.1627,0.3439,2,-0.20382,0.118080348,-0.3777,0.1133,0.491,1,-0.070695,0.114584779,-0.2882,0.0774,0.3656,1,24.815955,0.397853993,24.1521,25.4922,1.3401,4,-3.65009,0.16737164,-3.8634,-3.1801,0.6833,4,-34.32668,0.288499277,-34.7997,-33.8243,0.9754,4,Walking
0.64754,0.478279487,-0.176,1.437,1.613,2,-1.0772,0.436646902,-1.9272,-0.5355,1.3917,2,-0.10828,0.677120678,-1.1652,0.7252,1.8904,1,-0.03471,0.067347716,-0.1145,0.0927,0.2072,2,0.117755,0.349415596,-0.4197,0.6568,1.0765,1,-0.13131,0.099450816,-0.2791,0.01,0.2891,1,24.90127,0.392099218,24.0294,25.5906,1.5612,3,-2.6247,0.171916142,-2.9064,-2.2221,0.6843,3,-34.38904,0.299262678,-34.9902,-34.0039,0.9863,5,Walking
0.420955,0.20033363,0.161,0.8219,0.6609,3,-0.39205,0.202178534,-0.8698,-0.1738,0.696,4,-0.664115,0.186999078,-0.9956,-0.2451,0.7505,2,-0.06859,0.053673009,-0.1593,0.0066,0.1659,2,0.059615,0.066979917,-0.0666,0.1801,0.2467,2,-0.12949,0.032341875,-0.1854,-0.0778,0.1076,3,25.23798,0.153127126,24.8011,25.4575,0.6564,4,-1.434445,0.4402919,-2.1964,-0.919,1.2774,2,-34.242885,0.097935235,-34.437,-34.0243,0.4127,4,Walking
0.634905,0.085843587,0.5351,0.8349,0.2998,3,0.297165,0.182542141,-0.1192,0.554,0.6732,2,0.073405,0.598767793,-0.672,0.9833,1.6553,1,0.008365,0.031733315,-0.0304,0.1003,0.1307,2,0.00514,0.10131432,-0.0808,0.2071,0.2879,2,-0.035915,0.019242772,-0.0811,-0.0084,0.0727,2,25.42191,0.11651087,25.2556,25.638,0.3824,3,-0.782085,0.067221234,-0.8975,-0.6591,0.2384,5,-34.078165,0.110442882,-34.3436,-33.8937,0.4499,7,Walking
0.09375,0.235440917,-0.4956,0.5478,1.0434,2,-0.34547,0.517650503,-1.293,0.1851,1.4781,2,0.626975,0.37549847,-0.4433,1.0155,1.4588,1,0.119995,0.110446455,-0.0232,0.3876,0.4108,2,0.088095,0.119837062,-0.0996,0.2591,0.3587,2,0.02423,0.073018183,-0.0337,0.1768,0.2105,3,25.53997,0.12930746,25.3532,25.7687,0.4155,3,-1.01504,0.132115731,-1.3779,-0.8124,0.5655,3,-33.94079,0.08596975,-34.1017,-33.7489,0.3528,5,Walking
-0.687965,0.112503846,-0.9258,-0.5495,0.3763,2,-1.021815,0.12381177,-1.2337,-0.8225,0.4112,1,-0.309525,0.393657662,-0.8909,0.2801,1.171,1,0.121415,0.120312299,0.0149,0.402,0.3871,1,-0.12863,0.137641637,-0.3341,0.0871,0.4212,0,0.073965,0.037002463,0.036,0.1652,0.1292,2,25.34448,0.406052427,24.7984,26.0222,1.2238,3,-2.45452,0.396883426,-2.9944,-1.5434,1.451,3,-34.16065,0.270938904,-34.4474,-33.507,0.9404,5,Walking
-0.71797,0.11117891,-0.8974,-0.5593,0.3381,2,-0.19767,0.399612377,-0.8762,0.3758,1.252,1,-0.66117,0.165515568,-0.9696,-0.3693,0.6003,2,-0.005625,0.099190982,-0.1889,0.1385,0.3274,1,0.053945,0.060004204,-0.0882,0.1304,0.2186,2,0.117785,0.017370529,0.0853,0.1505,0.0652,3,25.098775,0.1554753,24.9279,25.3591,0.4312,3,-3.30484,0.177197385,-3.6608,-3.0583,0.6025,5,-34.139715,0.155745004,-34.3626,-33.8553,0.5073,3,Walking
-0.3616,0.19424762,-0.932,-0.1353,0.7967,2,-0.009945,0.33777203,-0.4096,0.5064,0.916,2,0.47004,0.389217883,-0.4351,1.0465,1.4816,2,0.035645,0.081132703,-0.0987,0.1404,0.2391,2,-0.10901,0.12864608,-0.302,0.0818,0.3838,1,-0.01396,0.045546925,-0.0838,0.0902,0.174,1,24.954095,0.190920893,24.7086,25.3789,0.6703,4,-3.755485,0.192578865,-4.0618,-3.4664,0.5954,3,-34.245205,0.201426482,-34.5309,-33.8428,0.6881,5,Walking
0.67369,0.398000412,0.1002,1.5012,1.401,1,-1.07672,0.37658043,-1.641,-0.5475,1.0935,1,-0.02876,0.303012111,-0.5537,0.445,0.9987,1,-0.10672,0.267941566,-0.5451,0.3123,0.8574,1,0.058915,0.18166459,-0.2119,0.3525,0.5644,1,-0.136995,0.078282945,-0.2671,-0.0286,0.2385,1,24.776305,0.344304745,24.2543,25.2263,0.972,4,-3.12554,0.514223447,-3.9999,-2.4486,1.5513,3,-34.410225,0.208091006,-34.7688,-34.0664,0.7024,4,Walking
0.516335,0.457791987,-0.0387,1.4914,1.5301,1,-0.373515,0.248378711,-0.7787,-0.0608,0.7179,1,-0.40088,0.333590979,-0.7978,0.1752,0.973,2,-0.156975,0.117798289,-0.3191,0.1023,0.4214,1,-0.067115,0.056486558,-0.17,0.0296,0.1996,2,-0.258965,0.074640849,-0.3366,-0.1225,0.2141,3,24.671135,0.186805659,24.4651,25.1613,0.6962,7,-1.274795,0.836631779,-2.7923,-0.1346,2.6577,2,-34.63066,0.135264816,-34.7899,-34.3378,0.4521,5,Walking
0.409815,0.305732192,-0.1534,0.7588,0.9122,2,0.181815,0.181058566,-0.1147,0.4875,0.6022,1,-0.09912,0.765597101,-0.9461,1.3724,2.3185,2,0.04054,0.080786486,-0.0698,0.2168,0.2866,1,0.067805,0.164025777,-0.1233,0.3533,0.4766,1,-0.00677,0.090772585,-0.1532,0.1166,0.2698,1,24.897705,0.282608507,24.4887,25.2745,0.7858,5,-0.08049,0.077163767,-0.2225,0.0771,0.2996,5,-34.469995,0.182377725,-34.7594,-34.1714,0.588,6,Walking
0.153875,0.351950076,-0.4008,0.7385,1.1393,2,-0.516815,0.65614652,-1.7306,0.2541,1.9847,1,1.04274,0.632279988,-0.0861,2.1313,2.2174,1,0.167245,0.124018988,-0.0096,0.3343,0.3439,1,0.070915,0.317741114,-0.387,0.5039,0.8909,2,0.21309,0.066233827,0.1322,0.3901,0.2579,2,25.217305,0.254063432,24.7734,25.7243,0.9509,4,-1.52745,0.630562598,-2.6424,-0.352,2.2904,2,-34.048815,0.218069746,-34.4554,-33.6692,0.7862,3,Walking
-0.14641,0.14569826,-0.4761,0.0355,0.5116,3,-1.120365,0.136977437,-1.2791,-0.8895,0.3896,3,-0.53539,0.335346694,-1.1952,-0.0179,1.1773,1,0.127485,0.146359008,-0.193,0.333,0.526,1,-0.02809,0.160771213,-0.3506,0.3145,0.6651,2,0.101045,0.152688351,-0.1392,0.376,0.5152,1,25.110365,0.236304389,24.8225,25.6148,0.7923,3,-4.023465,0.550244737,-4.664,-2.8846,1.7794,2,-33.86843,0.159814039,-34.1634,-33.5821,0.5813,3,Walking
-0.53718,0.058633724,-0.6239,-0.3989,0.225,2,-0.444605,0.40874708,-0.9983,0.2853,1.2836,1,-0.52506,0.154961509,-0.8714,-0.2495,0.6219,2,-0.192295,0.035894352,-0.2588,-0.1348,0.124,2,0.006205,0.057047712,-0.1117,0.1052,0.2169,2,-0.074405,0.050030865,-0.1616,-0.0118,0.1498,2,25.078765,0.093354803,24.9296,25.2704,0.3408,6,-3.361055,0.547313115,-4.3818,-2.4657,1.9161,0,-33.846345,0.095720089,-33.9996,-33.6512,0.3484,6,Walking
-0.321595,0.14323757,-0.5236,-0.0144,0.5092,2,0.467445,0.17520886,0.1439,0.683,0.5391,1,0.24457,0.332360014,-0.3313,0.7203,1.0516,2,0.029205,0.083575819,-0.1378,0.2118,0.3496,1,-0.072195,0.065856621,-0.1709,0.0374,0.2083,3,-0.01336,0.024657279,-0.0682,0.0256,0.0938,2,25.03252,0.127549785,24.8146,25.2631,0.4485,6,-2.59198,0.118921338,-2.796,-2.3835,0.4125,6,-34.02989,0.127598718,-34.3204,-33.8615,0.4589,4,Walking
0.311435,0.402606255,-0.4085,0.9733,1.3818,1,-0.86786,0.678810633,-1.7096,0.2786,1.9882,2,0.46034,0.885998126,-0.8854,1.6948,2.5802,1,0.13174,0.166588047,-0.1239,0.3591,0.483,1,-0.148335,0.338560719,-0.6131,0.4259,1.039,1,-0.094995,0.074763958,-0.2357,0.0244,0.2601,2,23.87264,0.478346043,23.2769,24.9132,1.6363,4,-2.8647,0.2109717,-3.2526,-2.4693,0.7833,4,-34.90812,0.387295713,-35.4348,-34.0812,1.3536,5,Walking
0.285665,0.416804079,-0.2721,0.972,1.2441,1,-0.908295,0.272170025,-1.4349,-0.4841,0.9508,2,-0.496345,0.170792179,-0.8633,-0.2555,0.6078,3,-0.144905,0.149070733,-0.2871,0.179,0.4661,1,0.13409,0.143518807,-0.2457,0.3359,0.5816,2,-0.189875,0.123567758,-0.35,-0.0027,0.3473,1,23.843615,0.362171359,23.3546,24.517,1.1624,4,-2.54058,0.840917378,-3.5691,-1.218,2.3511,2,-34.76143,0.301062117,-35.2248,-34.2816,0.9432,5,Walking
0.7096,0.145341051,0.3154,0.8753,0.5599,3,-0.019375,0.403669532,-0.5019,0.6092,1.1111,2,-0.51621,0.311622653,-0.8719,0.2292,1.1011,2,-0.07118,0.047367527,-0.1531,-0.012,0.1411,2,0.01546,0.099747844,-0.1194,0.1873,0.3067,2,0.00966,0.022562899,-0.0226,0.0542,0.0768,1,24.72545,0.121483384,24.5246,24.979,0.4544,6,-1.07763,0.162928313,-1.4838,-0.8548,0.629,5,-34.22173,0.142134229,-34.46,-33.987,0.473,6,Walking
0.189605,0.258205737,-0.2329,0.5722,0.8051,1,0.36505,0.385608949,-0.5483,0.7621,1.3104,1,1.13017,0.316438125,0.433,1.6686,1.2356,1,-0.028395,0.070410791,-0.1389,0.1399,0.2788,1,-0.037675,0.04354966,-0.114,0.0596,0.1736,2,0.15509,0.039031896,0.0762,0.2228,0.1466,2,24.48133,0.146231338,24.2802,24.7638,0.4836,7,-1.032385,0.196940913,-1.3855,-0.6894,0.6961,4,-34.384445,0.133052266,-34.6161,-34.0942,0.5219,6,Walking
-0.509555,0.285351267,-0.9413,0.1357,1.077,2,-1.378365,0.252214199,-1.8194,-0.8134,1.006,1,-0.168875,0.772259377,-1.3244,1.5411,2.8655,1,0.146725,0.209593089,-0.1737,0.4932,0.6669,2,0.10829,0.132157542,-0.1409,0.3005,0.4414,2,0.26843,0.030808004,0.2011,0.3183,0.1172,3,24.6891,0.170667607,24.3363,25.0011,0.6648,3,-2.920045,0.791325771,-3.8486,-1.3422,2.5064,1,-34.14617,0.206904355,-34.5629,-33.859,0.7039,4,Walking
-0.41679,0.069149721,-0.5261,-0.2862,0.2399,3,-0.729005,0.337648445,-1.1568,-0.1141,1.0427,2,-0.54263,0.294968817,-1.0313,-0.114,0.9173,1,-0.176765,0.067913359,-0.264,-0.0164,0.2476,1,0.068535,0.086328056,-0.0702,0.1806,0.2508,1,0.061865,0.057237569,-0.0119,0.213,0.2249,2,25.075655,0.099556419,24.9411,25.3125,0.3714,4,-3.70876,0.342519902,-4.1548,-3.104,1.0508,3,-33.80207,0.133802769,-34.0178,-33.4448,0.573,5,Walking
-0.361525,0.206306914,-0.6434,-0.0364,0.607,2,0.262985,0.23151067,-0.1122,0.5857,0.6979,2,0.010075,0.418561165,-0.4925,0.5932,1.0857,2,-0.008005,0.040099981,-0.0796,0.0485,0.1281,2,-0.08804,0.077573806,-0.2295,0.0224,0.2519,1,-0.00714,0.080621966,-0.1366,0.0931,0.2297,2,24.93667,0.177718671,24.6507,25.2285,0.5778,5,-3.3054,0.087747889,-3.4311,-3.0726,0.3585,4,-34.00394,0.254135972,-34.5315,-33.579,0.9525,5,Walking
0.246995,0.373053348,-0.2546,0.8405,1.0951,2,-0.4,0.589313597,-1.4368,0.2314,1.6682,2,0.682365,0.315043924,0.0694,1.1255,1.0561,2,-0.04463,0.096179099,-0.177,0.2017,0.3787,1,-0.123715,0.225385626,-0.5558,0.2123,0.7681,0,-0.246,0.091710005,-0.3615,-0.129,0.2325,1,24.011745,0.503870162,23.3198,24.7721,1.4523,2,-2.517675,0.558672989,-3.2845,-1.5567,1.7278,4,-34.82671,0.388475963,-35.3328,-34.2397,1.0931,5,Walking
0.49468,0.511948353,-0.2961,1.2926,1.5887,1,-1.10376,0.176301462,-1.3496,-0.7725,0.5771,2,-0.193505,0.351374735,-0.808,0.3594,1.1674,1,0.07885,0.206760362,-0.1559,0.4092,0.5651,2,0.041675,0.169080664,-0.2297,0.2706,0.5003,1,-0.28919,0.130460262,-0.4589,-0.0827,0.3762,1,23.747115,0.214141923,23.4366,24.1278,0.6912,4,-1.7038,0.478344222,-2.3188,-0.7616,1.5572,1,-34.978695,0.12743014,-35.3233,-34.6886,0.6347,7,Walking
0.554055,0.23001624,0.1715,0.8829,0.7114,2,-0.34958,0.315410243,-0.831,0.1819,1.0129,2,-0.65865,0.247103568,-1.0001,-0.2907,0.7094,2,-0.065165,0.06470511,-0.175,0.0217,0.1967,2,0.040965,0.060504481,-0.0769,0.1344,0.2113,2,-0.103945,0.04928765,-0.2427,-0.042,0.2007,1,24.42039,0.086900322,24.3016,24.6049,0.3033,4,-0.206105,0.293149006,-0.648,0.2229,0.8709,5,-34.658835,0.12407225,-34.8294,-34.3737,0.4557,7,Walking
0.457965,0.283152919,0.0324,0.8754,0.843,1,0.339685,0.070102484,0.1202,0.4666,0.3464,4,0.352755,0.50736025,-0.3721,1.5512,1.9233,2,0.03004,0.030814175,-0.0289,0.0764,0.1053,2,-0.02208,0.150420443,-0.427,0.1714,0.5984,1,0.012355,0.045824966,-0.0509,0.0867,0.1376,2,24.520775,0.109287396,24.3183,24.6764,0.3581,5,0.01357,0.13016735,-0.157,0.2648,0.4218,6,-34.557025,0.086224358,-34.7464,-34.3941,0.3523,5,Walking
-0.08758,0.556995326,-0.9492,0.5674,1.5166,2,-1.12819,0.407698043,-1.769,-0.1137,1.6553,2,0.32423,1.533208926,-1.6678,2.3173,3.9851,2,0.176275,0.185810255,-0.0345,0.5128,0.5473,2,0.09527,0.36370211,-0.4743,0.5139,0.9882,1,0.151285,0.124204776,-0.02,0.3214,0.3414,1,24.63596,0.545008064,23.8758,25.4364,1.5606,2,-0.68173,0.708851318,-2.1691,0.0354,2.2045,5,-34.43559,0.530248774,-35.1374,-33.6713,1.4661,4,Walking
-0.71847,0.109787327,-0.8494,-0.4831,0.3663,2,-1.036065,0.303119718,-1.4917,-0.4979,0.9938,1,-0.170095,0.419289413,-0.9035,0.3805,1.284,1,-0.074775,0.047441531,-0.18,0.0257,0.2057,1,0.01209,0.217400158,-0.4528,0.3164,0.7692,2,0.19463,0.023367116,0.1462,0.2259,0.0797,2,24.476975,0.237921583,24.136,24.9048,0.7688,3,-2.52209,0.181757308,-2.9069,-2.2202,0.6867,4,-34.292945,0.172277742,-34.5473,-33.9216,0.6257,5,Walking
-0.31283,0.199250463,-0.5585,-0.0299,0.5286,2,0.106905,0.350534304,-0.4149,0.5261,0.941,2,-0.37229,0.376436648,-0.9099,0.1978,1.1077,3,-0.053955,0.135891963,-0.1976,0.2341,0.4317,1,-0.000355,0.111099368,-0.1964,0.162,0.3584,1,0.09425,0.064572994,-0.0366,0.1778,0.2144,2,25.01642,0.09833699,24.8695,25.2741,0.4046,5,-2.82349,0.106127211,-3.0149,-2.6178,0.3971,6,-33.92026,0.124102073,-34.1648,-33.6591,0.5057,4,Walking
-0.32359,0.290079246,-0.8308,0.1683,0.9991,1,0.14288,0.320105063,-0.5813,0.5643,1.1456,3,0.68483,0.486254016,0.0405,1.5614,1.5209,1,-0.049215,0.11197064,-0.1712,0.2169,0.3881,1,-0.199795,0.108538889,-0.4007,-0.0672,0.3335,2,-0.15517,0.044835054,-0.2193,-0.0561,0.1632,1,24.34356,0.452464976,23.4903,24.9888,1.4985,4,-2.56073,0.411184067,-3.1661,-1.7341,1.432,4,-34.40604,0.265107343,-34.9563,-34.0896,0.8667,5,Walking
0.316815,0.289187851,-0.0942,0.9165,1.0107,2,-1.242135,0.176626083,-1.4602,-0.7145,0.7457,2,-0.120075,0.855831548,-1.1515,1.4608,2.6123,0,0.16493,0.234989117,-0.1495,0.5174,0.6669,1,0.16287,0.146236521,-0.1099,0.3442,0.4541,1,-0.075575,0.063187173,-0.2345,0.0138,0.2483,2,24.18287,0.487306374,23.4384,24.8193,1.3809,4,-2.176785,0.646051382,-3.0509,-1.3962,1.6547,3,-34.5213,0.433501191,-35.1337,-33.9163,1.2174,5,Walking
0.675065,0.154749896,0.388,0.8869,0.4989,1,-0.74789,0.504535003,-1.4388,0.0428,1.4816,1,-0.462365,0.351670925,-0.8638,0.1074,0.9712,3,-0.084065,0.072590642,-0.1906,0.0363,0.2269,2,0.08946,0.148693999,-0.1355,0.3156,0.4511,1,-0.120905,0.057623775,-0.2502,-0.0581,0.1921,1,25.024785,0.333554101,24.4812,25.4504,0.9692,6,-1.969595,0.402734861,-2.7433,-1.3469,1.3964,4,-33.902285,0.276111301,-34.3574,-33.5091,0.8483,6,Walking
0.64238,0.221144755,0.3405,0.9497,0.6092,2,0.32647,0.243000961,0.0078,0.7087,0.7009,4,-0.18613,0.415508833,-0.6481,0.9219,1.57,1,0.024945,0.106037184,-0.1519,0.1984,0.3503,1,0.016725,0.12022706,-0.1272,0.2358,0.363,1,-0.158775,0.040365751,-0.2142,-0.0607,0.1535,1,25.420295,0.138299145,25.1133,25.655,0.5417,2,-0.899555,0.199986416,-1.3653,-0.569,0.7963,3,-33.57455,0.113021553,-33.7713,-33.3848,0.3865,5,Walking
-0.05925,0.249612719,-0.4871,0.3643,0.8514,1,-0.338215,0.532766401,-1.2783,0.2399,1.5182,2,0.820575,0.320321674,0.311,1.3641,1.0531,3,0.03839,0.050883523,-0.0247,0.1308,0.1555,2,0.02618,0.165499395,-0.2618,0.2456,0.5074,1,0.04066,0.085355008,-0.0488,0.2369,0.2857,3,25.55073,0.147598977,25.2373,25.7098,0.4725,4,-0.99755,0.165998619,-1.3952,-0.6786,0.7166,5,-33.576645,0.171597755,-33.8669,-33.2808,0.5861,3,Walking
-0.659175,0.201865386,-1.0285,-0.4206,0.6079,2,-1.327465,0.078480827,-1.4623,-1.1894,0.2729,3,-0.03717,0.32356741,-0.81,0.4311,1.2411,1,0.089805,0.100811554,-0.0299,0.2581,0.288,1,0.028615,0.116809821,-0.1712,0.2074,0.3786,2,0.349915,0.039360364,0.2709,0.4122,0.1413,1,25.5611,0.199699104,25.3129,25.9093,0.5964,6,-2.79858,0.753599555,-3.7963,-1.588,2.2083,0,-33.54452,0.111623683,-33.7852,-33.3689,0.4163,6,Walking
-0.37132,0.144174195,-0.685,-0.1803,0.5047,2,-0.61533,0.394568646,-1.196,0.0985,1.2945,0,-0.724525,0.157375757,-1.0101,-0.5234,0.4867,1,-0.180035,0.094550491,-0.3028,0.0057,0.3085,1,0.0345,0.044931837,-0.0221,0.1352,0.1573,2,0.17939,0.108145679,0.0413,0.3535,0.3122,1,25.50173,0.070563646,25.3383,25.6222,0.2839,8,-4.12889,0.132968263,-4.3467,-3.8284,0.5183,5,-33.340835,0.103411442,-33.5639,-33.1537,0.4102,5,Walking
-0.40034,0.099927005,-0.5133,-0.2349,0.2784,3,0.245895,0.144839806,-0.1179,0.4144,0.5323,3,0.347335,0.391449023,-0.3831,0.8686,1.2517,2,-0.083065,0.08498277,-0.2604,0.0938,0.3542,1,-0.119975,0.095186359,-0.2776,0.027,0.3046,1,-0.05756,0.038192072,-0.1117,0.0246,0.1363,1,25.270955,0.262938513,24.6725,25.5777,0.9052,4,-3.17745,0.25574869,-3.6754,-2.8093,0.8661,5,-33.50516,0.212492963,-33.8671,-33.1207,0.7464,6,Walking
0.167155,0.341028954,-0.4519,0.5269,0.9788,3,-0.62214,0.627617274,-1.4655,0.1354,1.6009,2,0.7504,0.659848775,-0.7832,1.6142,2.3974,1,0.116595,0.119925825,-0.0393,0.3679,0.4072,1,-0.206855,0.354931139,-0.7282,0.2743,1.0025,1,-0.22921,0.133268496,-0.3928,0.0036,0.3964,2,23.464175,0.655460885,22.6813,24.5674,1.8861,2,-2.813175,0.20386623,-3.1815,-2.4185,0.763,6,-34.71019,0.493571743,-35.3024,-33.907,1.3954,2,Walking
0.19813,0.272637371,-0.2224,0.6378,0.8602,1,-0.892915,0.313586783,-1.2109,-0.3092,0.9017,3,-0.70755,0.229876159,-1.0391,-0.3589,0.6802,2,-0.01487,0.171020183,-0.1879,0.3591,0.547,0,0.037985,0.12440978,-0.1889,0.2225,0.4114,1,-0.103425,0.152279969,-0.264,0.2089,0.4729,1,23.291725,0.188607454,23.0686,23.697,0.6284,6,-2.45814,0.247929733,-2.8482,-2.0034,0.8448,5,-34.92107,0.137180054,-35.1452,-34.6802,0.465,5,Walking
