time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
2025-08-15T23:59:40.276Z,-0.1132,-1.1945,0.1471,-0.2058,0.6274,1.8476,16.8399,13.0668,-36.4864
2025-08-15T23:59:40.283Z,-0.1373,-1.1908,0.2321,-0.2058,0.6274,1.8476,17.1702,12.7307,-36.468
2025-08-15T23:59:40.295Z,-0.191,-1.2213,0.3247,-0.2052,0.6147,1.8632,17.5408,12.6113,-36.249
2025-08-15T23:59:40.306Z,-0.2553,-1.2457,0.4843,-0.1707,0.6029,1.8905,17.9893,12.1968,-36.0893
2025-08-15T23:59:40.314Z,-0.2911,-1.2503,0.5784,-0.1707,0.6029,1.8905,18.5836,11.906,-35.8627
2025-08-15T23:59:40.326Z,-0.2964,-1.2321,0.6178,-0.0579,0.6281,1.9418,18.8539,11.5083,-35.5266
2025-08-15T23:59:40.333Z,-0.2557,-1.2604,0.6541,-0.0579,0.6281,1.9418,19.1085,11.2897,-35.4787
2025-08-15T23:59:40.346Z,-0.1999,-1.32,0.6102,0.0547,0.6685,1.9764,19.5352,10.8482,-35.4194
2025-08-15T23:59:40.355Z,-0.1404,-1.3637,0.5329,0.0735,0.6868,1.981,19.8912,10.2808,-35.3303
2025-08-15T23:59:40.365Z,-0.0682,-1.3543,0.4877,0.0637,0.7099,1.9719,20.4092,9.749,-35.1848
2025-08-15T23:59:40.375Z,0.0556,-1.2705,0.4541,0.0298,0.7459,1.9604,20.7024,9.3479,-35.0505
2025-08-15T23:59:40.383Z,0.1668,-1.1883,0.4522,0.0298,0.7459,1.9604,20.9353,8.9054,-34.9342
2025-08-15T23:59:40.395Z,0.2698,-1.1305,0.4972,-0.0542,0.7966,1.9209,21.3464,8.328,-34.8508
2025-08-15T23:59:40.405Z,0.3533,-1.1002,0.5222,-0.0767,0.8256,1.9029,21.8239,7.8339,-34.5479
2025-08-15T23:59:40.415Z,0.3842,-1.0879,0.514,-0.0846,0.8389,1.8898,22.1466,7.4413,-34.2592
2025-08-15T23:59:40.423Z,0.3732,-1.0744,0.5954,-0.0846,0.8389,1.8898,22.6367,6.9751,-34.0395
2025-08-15T23:59:40.433Z,0.3483,-1.0534,0.5941,-0.0663,0.8475,1.8883,23.0325,6.5537,-33.9594
2025-08-15T23:59:40.445Z,0.3773,-1.0502,0.5174,0.0352,0.883,1.9098,23.3136,6.065,-33.528
2025-08-15T23:59:40.455Z,0.4157,-1.0636,0.3393,0.0871,0.9023,1.901,23.7366,5.7205,-33.4272
2025-08-15T23:59:40.465Z,0.4274,-1.0133,0.1782,0.117,0.8921,1.8816,23.9996,5.2067,-33.1245
2025-08-15T23:59:40.475Z,0.4446,-0.9356,0.0766,0.119,0.8662,1.8491,24.4597,4.6437,-32.8925
2025-08-15T23:59:40.485Z,0.4824,-0.8286,0.0037,0.1024,0.8327,1.814,24.6467,4.1437,-32.8066
2025-08-15T23:59:40.495Z,0.5243,-0.7564,-0.0093,0.0733,0.8039,1.7816,24.9449,3.5689,-32.5521
2025-08-15T23:59:40.505Z,0.5588,-0.6934,0.0144,0.0446,0.772,1.7472,25.2073,3.193,-32.4584
2025-08-15T23:59:40.516Z,0.5532,-0.6721,0.0697,0.0179,0.7357,1.7173,25.4208,2.7966,-32.3325
2025-08-15T23:59:40.525Z,0.5359,-0.7005,0.1819,-0.0023,0.7138,1.6932,25.7696,2.2155,-32.1161
2025-08-15T23:59:40.535Z,0.4929,-0.7224,0.2785,-0.0045,0.7021,1.6861,25.9031,1.8832,-32.0288
2025-08-15T23:59:40.545Z,0.462,-0.7791,0.364,0.0094,0.7003,1.6844,26.1512,1.3067,-31.8629
2025-08-15T23:59:40.555Z,0.444,-0.8649,0.435,0.0255,0.6958,1.6784,26.3348,0.7659,-31.6209
2025-08-15T23:59:40.564Z,0.4495,-0.9697,0.5182,0.0469,0.6837,1.6762,26.5806,0.3648,-31.4096
2025-08-15T23:59:40.575Z,0.4166,-1.0183,0.5958,0.0591,0.6653,1.6767,26.8383,-0.0353,-31.1954
2025-08-15T23:59:40.584Z,0.3407,-1.0512,0.6514,0.0591,0.6653,1.6767,26.9031,-0.5537,-31.0579
2025-08-15T23:59:40.594Z,0.3074,-1.0981,0.6593,0.1034,0.6627,1.6904,27.0744,-1.0567,-30.8947
2025-08-15T23:59:40.605Z,0.262,-1.1166,0.6534,0.1335,0.6785,1.6954,27.2114,-1.6942,-30.7281
2025-08-15T23:59:40.614Z,0.2399,-1.1137,0.6011,0.1335,0.6785,1.6954,27.3577,-2.0523,-30.4768
2025-08-15T23:59:40.625Z,0.182,-1.1127,0.4901,0.175,0.6649,1.6987,27.5175,-2.5698,-30.0713
2025-08-15T23:59:40.634Z,0.0977,-1.0753,0.3954,0.1703,0.6236,1.6976,27.5299,-3.0981,-30.1791
2025-08-15T23:59:40.644Z,0.0245,-1.0111,0.3046,0.1626,0.5901,1.6767,27.6022,-3.6237,-29.8104
2025-08-15T23:59:40.655Z,-0.011,-0.9567,0.1869,0.1452,0.5759,1.6506,27.6977,-4.1801,-29.63
2025-08-15T23:59:40.664Z,-0.0241,-0.8819,0.0688,0.1169,0.5883,1.6169,27.7651,-4.7579,-29.5553
2025-08-15T23:59:40.675Z,-0.0651,-0.8068,0.0103,0.096,0.6267,1.5889,27.8429,-5.202,-29.1883
2025-08-15T23:59:40.685Z,-0.1945,-0.7459,-0.0747,0.0806,0.6874,1.5716,27.7773,-5.7719,-29.2583
2025-08-15T23:59:40.695Z,-0.3372,-0.7496,-0.1811,0.0683,0.7419,1.5606,27.9256,-6.2846,-28.9832
2025-08-15T23:59:40.705Z,-0.4898,-0.7938,-0.324,0.0509,0.7676,1.5634,28.0882,-6.7668,-28.6017
2025-08-15T23:59:40.714Z,-0.6963,-0.8013,-0.3589,0.0339,0.7581,1.5696,28.0818,-7.1727,-28.5627
2025-08-15T23:59:40.725Z,-0.8363,-0.7649,-0.3894,0.0238,0.7296,1.581,28.363,-7.6245,-27.9906
2025-08-15T23:59:40.734Z,-0.9028,-0.7441,-0.4217,0.0341,0.6892,1.5826,28.3814,-8.2979,-27.9615
2025-08-15T23:59:40.745Z,-0.9171,-0.7361,-0.3514,0.0638,0.6673,1.5711,28.3087,-8.7235,-27.8528
2025-08-15T23:59:40.754Z,-0.9312,-0.7324,-0.3344,0.1029,0.6587,1.5576,28.3462,-9.3032,-27.7862
2025-08-15T23:59:40.764Z,-0.9703,-0.7359,-0.3716,0.1329,0.6497,1.5458,28.4094,-9.8319,-27.3494
2025-08-15T23:59:40.775Z,-1.0622,-0.7293,-0.3953,0.1568,0.6545,1.5357,28.474,-10.2622,-26.9988
2025-08-15T23:59:40.784Z,-1.1336,-0.7463,-0.4483,0.1602,0.6841,1.5314,28.488,-10.8257,-26.9888
2025-08-15T23:59:40.795Z,-1.2258,-0.7333,-0.5361,0.1452,0.7184,1.536,28.3703,-11.269,-26.9541
2025-08-15T23:59:40.805Z,-1.33,-0.7273,-0.605,0.1058,0.7688,1.5413,28.3619,-11.9213,-26.6625
2025-08-15T23:59:40.816Z,-1.42,-0.7218,-0.6656,0.049,0.8251,1.549,28.3602,-12.3596,-26.2899
2025-08-15T23:59:40.825Z,-1.5093,-0.6837,-0.701,-0.0196,0.8543,1.5598,28.4843,-12.6931,-25.9439
2025-08-15T23:59:40.835Z,-1.5813,-0.6304,-0.6345,-0.0734,0.8617,1.571,28.4099,-13.1472,-25.7913
2025-08-15T23:59:40.845Z,-1.6066,-0.5577,-0.5051,-0.1064,0.8626,1.574,28.2358,-13.6446,-25.6221
2025-08-15T23:59:40.855Z,-1.6378,-0.5023,-0.3687,-0.1064,0.8626,1.574,28.2486,-13.8363,-25.3339
2025-08-15T23:59:40.865Z,-1.6781,-0.5113,-0.2333,-0.0778,0.8425,1.5945,28.1078,-14.3748,-25.162
2025-08-15T23:59:40.875Z,-1.7081,-0.5516,-0.1324,-0.0395,0.822,1.6125,28.1477,-14.8405,-24.9664
2025-08-15T23:59:40.885Z,-1.729,-0.5875,-0.0956,-0.0005,0.7976,1.6406,28.1477,-14.8405,-24.9664
2025-08-15T23:59:40.895Z,-1.7487,-0.5823,-0.0493,0.0284,0.7692,1.6697,27.924,-15.393,-24.8058
2025-08-15T23:59:40.905Z,-1.7433,-0.5838,-0.0291,0.0389,0.7388,1.7003,27.8464,-16.0694,-24.7184
2025-08-15T23:59:40.914Z,-1.7017,-0.566,0.0183,0.0345,0.7023,1.7225,27.7106,-16.6037,-24.5467
2025-08-15T23:59:40.924Z,-1.6295,-0.5231,0.0922,0.0284,0.6599,1.7373,27.5983,-16.8889,-24.1754
2025-08-15T23:59:40.934Z,-1.4911,-0.4733,0.2274,0.0288,0.63,1.7267,27.7124,-17.4633,-23.7908
2025-08-15T23:59:40.944Z,-1.3098,-0.4247,0.3767,0.0317,0.6002,1.7064,27.3309,-17.9201,-23.8095
2025-08-15T23:59:40.955Z,-1.1699,-0.4006,0.5626,0.0367,0.5582,1.679,27.0155,-18.3794,-23.6162
2025-08-15T23:59:40.964Z,-1.0736,-0.4041,0.7546,0.0485,0.5107,1.6527,26.7931,-18.9466,-23.5918
2025-08-15T23:59:40.975Z,-1.0035,-0.4289,0.922,0.0686,0.4701,1.6156,26.5449,-19.3093,-23.3438
2025-08-15T23:59:40.984Z,-0.9434,-0.4689,1.12,0.0838,0.4839,1.5856,26.5181,-19.8122,-22.9928
2025-08-15T23:59:40.994Z,-0.8149,-0.5151,1.1997,0.0993,0.5411,1.5583,26.1535,-20.1937,-23.1022
2025-08-15T23:59:41.004Z,-0.709,-0.5418,1.2058,0.1007,0.6409,1.5409,25.8836,-20.7076,-23.0348
2025-08-15T23:59:41.014Z,-0.6918,-0.5654,1.1525,0.0975,0.7592,1.5334,25.7458,-21.226,-22.6997
2025-08-15T23:59:41.026Z,-0.6949,-0.5652,1.0177,0.0839,0.8926,1.5395,25.5963,-21.8446,-22.6634
2025-08-15T23:59:41.034Z,-0.6964,-0.5452,0.7479,0.0611,1.0009,1.5513,25.4156,-22.2372,-22.4497
2025-08-15T23:59:41.044Z,-0.733,-0.5551,0.4487,0.0419,1.0659,1.5475,25.1898,-22.6703,-22.4027
2025-08-15T23:59:41.054Z,-0.7593,-0.5601,0.1833,0.0094,1.0746,1.5343,24.9803,-23.1552,-21.9226
2025-08-15T23:59:41.066Z,-0.7825,-0.4782,0.0428,-0.0227,1.036,1.5229,24.805,-23.3684,-21.5865
2025-08-15T23:59:41.074Z,-0.7517,-0.3696,-0.0326,-0.0459,0.9622,1.52,24.6391,-23.8186,-21.4571
2025-08-15T23:59:41.084Z,-0.7327,-0.3276,-0.1193,-0.0588,0.845,1.5087,24.5572,-24.2809,-21.0569
2025-08-15T23:59:41.094Z,-0.7138,-0.3651,-0.0402,-0.0596,0.7028,1.4919,24.2596,-24.5345,-20.8722
2025-08-15T23:59:41.106Z,-0.7507,-0.3284,0.1653,-0.0369,0.6089,1.485,24.0567,-25.0455,-20.6578
2025-08-15T23:59:41.114Z,-0.6802,-0.3242,0.2563,0.0004,0.5838,1.4894,23.7951,-25.4623,-20.5637
2025-08-15T23:59:41.124Z,-0.5552,-0.4354,0.252,0.0377,0.5886,1.4991,23.4295,-25.7714,-20.2935
2025-08-15T23:59:41.134Z,-0.498,-0.569,0.2719,0.0604,0.6065,1.5165,23.3366,-26.2029,-20.3468
2025-08-15T23:59:41.145Z,-0.4668,-0.5847,0.3081,0.0648,0.6456,1.5285,22.9678,-26.6716,-20.1462
2025-08-15T23:59:41.154Z,-0.3604,-0.5101,0.3219,0.063,0.7011,1.5434,22.6846,-26.961,-20.0236
2025-08-15T23:59:41.164Z,-0.2182,-0.4653,0.2119,0.0564,0.7364,1.5501,22.2697,-27.2777,-19.8933
2025-08-15T23:59:41.174Z,-0.1188,-0.5131,0.0444,0.0359,0.7223,1.5403,21.989,-27.6811,-19.7458
2025-08-15T23:59:41.184Z,-0.0951,-0.5041,-0.0387,0.0076,0.6614,1.5198,21.8929,-28.1419,-19.4662
2025-08-15T23:59:41.194Z,-0.1619,-0.3648,-0.0294,-0.0116,0.5817,1.501,21.3777,-28.3746,-19.4371
2025-08-15T23:59:41.204Z,-0.1611,-0.245,-0.0436,-0.0093,0.5315,1.489,21.0152,-28.5781,-19.1481
2025-08-15T23:59:41.213Z,-0.0968,-0.2432,-0.1509,0.0072,0.4928,1.4675,20.6138,-29.0262,-19.1732
2025-08-15T23:59:41.224Z,-0.0672,-0.3263,-0.2291,0.0252,0.4569,1.4404,20.286,-29.4032,-19.1249
2025-08-15T23:59:41.235Z,-0.099,-0.3154,-0.2049,0.0381,0.4317,1.4165,20.1015,-29.922,-18.911
2025-08-15T23:59:41.244Z,-0.0905,-0.2743,-0.2232,0.0441,0.4197,1.4002,19.7623,-30.0524,-18.981
2025-08-15T23:59:41.254Z,-0.0674,-0.2906,-0.307,0.0316,0.4056,1.3756,19.36,-30.2286,-18.6657
2025-08-15T23:59:41.264Z,-0.0393,-0.3248,-0.3638,0.0086,0.3815,1.348,18.8949,-30.5594,-18.6653
2025-08-15T23:59:41.274Z,-0.0885,-0.2828,-0.3481,-0.0199,0.3491,1.3254,18.5438,-30.9297,-18.5698
2025-08-15T23:59:41.285Z,-0.1556,-0.1938,-0.305,-0.0362,0.3345,1.3007,18.1388,-31.2674,-18.504
2025-08-15T23:59:41.294Z,-0.1022,-0.1824,-0.3082,-0.0362,0.3333,1.2742,17.7865,-31.407,-18.6004
2025-08-15T23:59:41.304Z,-0.0947,-0.2276,-0.3486,-0.0339,0.3228,1.2421,17.4861,-31.7657,-18.2094
2025-08-15T23:59:41.314Z,-0.1355,-0.2127,-0.3265,-0.0388,0.2977,1.2124,17.1134,-31.8963,-18.0644
2025-08-15T23:59:41.324Z,-0.2064,-0.0978,-0.2665,-0.0407,0.2689,1.1885,16.8755,-32.2015,-18.2814
2025-08-15T23:59:41.335Z,-0.223,-0.0074,-0.2205,-0.0374,0.2528,1.1661,16.4297,-32.5144,-18.2672
2025-08-15T23:59:41.344Z,-0.1918,-0.0112,-0.2271,-0.0271,0.2481,1.1283,16.2305,-32.7203,-18.266
2025-08-15T23:59:41.354Z,-0.1525,-0.0024,-0.2169,-0.0175,0.2441,1.0863,15.8668,-32.9536,-18.2889
2025-08-15T23:59:41.364Z,-0.1761,0.0653,-0.1638,-0.0093,0.2513,1.0489,15.5175,-33.0669,-18.3178
2025-08-15T23:59:41.374Z,-0.1803,0.1432,-0.1245,-0.0008,0.2807,1.0187,15.2359,-33.2248,-18.259
2025-08-15T23:59:41.383Z,-0.1414,0.1813,-0.1941,0.013,0.3019,0.9849,14.9731,-33.5505,-18.4064
2025-08-15T23:59:41.394Z,-0.1704,0.1334,-0.2397,0.0184,0.3061,0.9423,14.5041,-33.484,-18.2433
2025-08-15T23:59:41.404Z,-0.2485,0.1529,-0.24,0.0224,0.3044,0.9042,14.2561,-33.5803,-18.2811
2025-08-15T23:59:41.414Z,-0.3256,0.2434,-0.2303,0.0356,0.3128,0.8735,13.963,-33.8525,-18.3443
2025-08-15T23:59:41.424Z,-0.3243,0.2834,-0.2913,0.0447,0.3199,0.8397,13.6642,-33.8497,-18.0411
2025-08-15T23:59:41.433Z,-0.3234,0.2611,-0.348,0.0576,0.3122,0.8079,13.4003,-34.0642,-18.1575
2025-08-15T23:59:41.444Z,-0.4159,0.2703,-0.3406,0.0663,0.2957,0.7875,13.3241,-34.3666,-18.1472
2025-08-15T23:59:41.454Z,-0.5279,0.3394,-0.3427,0.0806,0.2913,0.7792,13.1171,-34.5478,-17.9613
2025-08-15T23:59:41.464Z,-0.5552,0.4058,-0.4333,0.0961,0.286,0.776,12.7857,-34.4979,-18.0115
2025-08-15T23:59:41.474Z,-0.5795,0.4264,-0.5474,0.11,0.2361,0.7524,12.5136,-34.6318,-17.8194
2025-08-15T23:59:41.483Z,-0.6345,0.4612,-0.5274,0.109,0.1337,0.7174,12.3739,-34.9201,-17.7496
2025-08-15T23:59:41.494Z,-0.6934,0.5776,-0.3791,0.087,-0.0024,0.6682,12.1435,-34.7599,-17.609
2025-08-15T23:59:41.504Z,-0.6004,0.6367,-0.1424,0.0702,-0.1153,0.601,11.8158,-34.8069,-17.7698
2025-08-15T23:59:41.514Z,-0.3439,0.6237,0.122,0.0662,-0.1734,0.5194,11.575,-35.0422,-17.8061
2025-08-15T23:59:41.524Z,-0.0953,0.5194,0.3713,0.0838,-0.1602,0.4314,11.4517,-35.1485,-17.6146
2025-08-15T23:59:41.533Z,0.0085,0.3622,0.5993,0.1116,-0.0911,0.3682,11.1953,-35.2113,-17.5871
2025-08-15T23:59:41.544Z,-0.0193,0.2042,0.7055,0.1391,0.0412,0.3433,11.0988,-35.194,-17.3556
2025-08-15T23:59:41.554Z,-0.0627,0.0585,0.6399,0.1653,0.1979,0.3568,10.9624,-35.4524,-17.3321
2025-08-15T23:59:41.564Z,-0.1503,-0.1034,0.455,0.1746,0.3268,0.3874,10.7782,-35.5972,-17.3519
2025-08-15T23:59:41.574Z,-0.2769,-0.2103,0.2349,0.1661,0.3966,0.4119,10.6096,-35.6691,-17.4948
2025-08-15T23:59:41.583Z,-0.3895,-0.1974,0.0506,0.1412,0.4002,0.419,10.4722,-35.8101,-17.4171
2025-08-15T23:59:41.594Z,-0.3706,-0.0649,-0.0287,0.1187,0.3545,0.4103,10.5067,-35.7866,-17.152
2025-08-15T23:59:41.604Z,-0.2879,0.042,-0.1076,0.1042,0.2727,0.378,10.4198,-35.9033,-17.1298
2025-08-15T23:59:41.614Z,-0.2097,0.0351,-0.1429,0.0939,0.1782,0.3314,10.2723,-35.9441,-17.1401
2025-08-15T23:59:41.624Z,-0.1711,-0.0104,-0.1359,0.0913,0.1171,0.2907,10.3308,-36.0953,-17.0855
2025-08-15T23:59:41.634Z,-0.1339,-0.062,-0.122,0.0952,0.1095,0.2623,10.2076,-36.2517,-16.9938
2025-08-15T23:59:41.646Z,-0.1695,-0.3066,-0.1843,0.0988,0.143,0.2583,9.8098,-35.9648,-16.8397
2025-08-15T23:59:41.654Z,-0.1695,-0.3066,-0.1843,0.0871,0.2053,0.274,9.8098,-35.9648,-16.8397
2025-08-15T23:59:41.664Z,-0.244,-0.396,-0.2097,0.0658,0.2983,0.3024,9.7067,-36.1571,-16.9913
2025-08-15T23:59:41.676Z,-0.2592,-0.4466,-0.3283,0.0355,0.3925,0.3392,9.5549,-36.0833,-17.0357
2025-08-15T23:59:41.683Z,-0.2592,-0.4466,-0.3283,-0.0025,0.4783,0.3764,9.5549,-36.0833,-17.0357
2025-08-15T23:59:41.698Z,-0.2372,-0.4224,-0.4442,-0.0297,0.5464,0.4055,9.517,-36.2322,-16.6681
2025-08-15T23:59:41.703Z,-0.2372,-0.4224,-0.4442,-0.0484,0.5902,0.4286,9.517,-36.2322,-16.6681
2025-08-15T23:59:41.714Z,-0.256,-0.3612,-0.4805,-0.0518,0.603,0.4524,9.2956,-36.1578,-16.5558
2025-08-15T23:59:41.726Z,-0.4049,-0.3043,-0.5454,-0.0375,0.5942,0.4856,9.4561,-36.5589,-16.6486
2025-08-15T23:59:41.733Z,-0.4049,-0.3043,-0.5454,-0.013,0.5657,0.5248,9.4561,-36.5589,-16.6486
2025-08-15T23:59:41.746Z,-0.5783,-0.285,-0.5666,0.0179,0.5241,0.5673,9.0755,-36.5279,-16.4186
2025-08-15T23:59:41.756Z,-0.6001,-0.2621,-0.6013,0.05,0.4941,0.6172,8.8658,-36.5199,-16.5338
2025-08-15T23:59:41.767Z,-0.6093,-0.2292,-0.6128,0.0654,0.4658,0.669,8.6953,-36.6076,-16.3962
2025-08-15T23:59:41.774Z,-0.6093,-0.2292,-0.6128,0.0664,0.4388,0.7231,8.6953,-36.6076,-16.3962
2025-08-15T23:59:41.783Z,-0.5391,-0.2127,-0.5809,0.0609,0.4257,0.7733,8.4484,-36.8056,-16.4235
2025-08-15T23:59:41.796Z,-0.2723,-0.2292,-0.5101,0.0393,0.3914,0.8143,8.1976,-36.9933,-16.324
2025-08-15T23:59:41.808Z,-0.1065,-0.2524,-0.3514,0.0061,0.325,0.8343,8.0235,-37.0002,-16.2638
2025-08-15T23:59:41.813Z,-0.1065,-0.2524,-0.3514,-0.0296,0.2602,0.8417,8.0235,-37.0002,-16.2638
2025-08-15T23:59:41.826Z,0.2929,-0.2404,0.0236,-0.0565,0.2122,0.8364,7.4779,-37.3256,-16.2914
2025-08-15T23:59:41.834Z,0.2929,-0.2404,0.0236,-0.0724,0.1857,0.8301,7.4779,-37.3256,-16.2914
2025-08-15T23:59:41.847Z,0.54,-0.3579,0.3727,-0.0679,0.1894,0.8244,7.0764,-37.4618,-16.2521
2025-08-15T23:59:41.854Z,0.54,-0.3579,0.3727,-0.0556,0.2109,0.8225,7.0764,-37.4618,-16.2521
2025-08-15T23:59:41.866Z,0.5337,-0.5259,0.5129,-0.037,0.2282,0.83,6.4012,-37.5281,-16.4971
2025-08-15T23:59:41.877Z,0.5311,-0.5621,0.5308,-0.0264,0.2553,0.8449,6.1519,-37.5378,-16.4464
2025-08-15T23:59:41.886Z,0.5637,-0.5705,0.503,-0.023,0.2813,0.8668,5.8943,-37.7132,-16.2494
2025-08-15T23:59:41.896Z,0.636,-0.5862,0.4168,-0.032,0.3182,0.8831,5.5233,-37.7492,-16.5577
2025-08-15T23:59:41.906Z,0.757,-0.6186,0.2904,-0.0478,0.3578,0.8878,5.2174,-37.7172,-16.4246
2025-08-15T23:59:41.916Z,0.8316,-0.5697,0.1994,-0.0728,0.4038,0.8741,4.8511,-37.7532,-16.443
2025-08-15T23:59:41.925Z,0.8718,-0.5022,0.0644,-0.0968,0.4483,0.8644,4.6224,-37.6811,-16.3372
2025-08-15T23:59:41.936Z,0.9073,-0.5117,-0.1347,-0.1146,0.4762,0.8555,4.4056,-37.6347,-16.3969
2025-08-15T23:59:41.946Z,0.8853,-0.5417,-0.268,-0.128,0.4777,0.8475,4.0684,-37.7453,-16.4206
2025-08-15T23:59:41.956Z,0.8177,-0.4851,-0.376,-0.138,0.4581,0.838,3.9123,-37.8922,-16.449
2025-08-15T23:59:41.966Z,0.8074,-0.3695,-0.5106,-0.139,0.4372,0.8287,3.6687,-37.8901,-16.4968
2025-08-15T23:59:41.975Z,0.8428,-0.3524,-0.6712,-0.1412,0.4102,0.8304,3.4323,-37.8476,-16.6949
2025-08-15T23:59:41.985Z,0.8961,-0.3819,-0.7426,-0.1419,0.3679,0.8248,3.2845,-37.8566,-16.4427
2025-08-15T23:59:41.995Z,0.8947,-0.3298,-0.7431,-0.1464,0.3164,0.807,2.9506,-37.9885,-16.5784
2025-08-15T23:59:42.005Z,0.9212,-0.1709,-0.7174,-0.1506,0.2805,0.7821,2.7163,-37.9991,-16.5673
2025-08-15T23:59:42.016Z,0.9671,-0.0918,-0.7917,-0.1454,0.2658,0.767,2.3609,-37.9625,-16.7993
2025-08-15T23:59:42.025Z,0.9982,-0.1005,-0.8068,-0.1449,0.2424,0.7463,2.0486,-37.8726,-16.8469
2025-08-15T23:59:42.036Z,0.9294,-0.0571,-0.7781,-0.1511,0.211,0.721,1.9336,-37.8738,-16.8901
2025-08-15T23:59:42.046Z,0.8506,0.1003,-0.7489,-0.154,0.1829,0.6924,1.7375,-37.857,-16.9368
2025-08-15T23:59:42.056Z,0.8176,0.1623,-0.7472,-0.1493,0.1614,0.6697,1.4364,-37.9155,-17.231
2025-08-15T23:59:42.065Z,0.7746,0.119,-0.8017,-0.1434,0.1517,0.6552,1.1358,-37.8717,-17.1249
2025-08-15T23:59:42.075Z,0.7199,0.1431,-0.7855,-0.1395,0.1337,0.6463,0.8537,-37.7347,-17.2255
2025-08-15T23:59:42.087Z,0.6676,0.2192,-0.7646,-0.1469,0.122,0.6257,0.7188,-37.7306,-17.2766
2025-08-15T23:59:42.095Z,0.6907,0.3426,-0.72,-0.1714,0.1332,0.6006,0.4634,-37.6073,-17.2432
2025-08-15T23:59:42.106Z,0.7284,0.4419,-0.6889,-0.1909,0.1652,0.5782,0.2487,-37.7461,-17.416
2025-08-15T23:59:42.115Z,0.7357,0.4523,-0.7208,-0.2077,0.2057,0.5552,0.0829,-37.719,-17.5316
2025-08-15T23:59:42.126Z,0.6449,0.4642,-0.6279,-0.2255,0.2268,0.5324,-0.1178,-37.6551,-17.527
2025-08-15T23:59:42.136Z,0.5449,0.571,-0.5533,-0.2301,0.24,0.5171,-0.3004,-37.7006,-17.7215
2025-08-15T23:59:42.145Z,0.538,0.6618,-0.549,-0.219,0.2563,0.5229,-0.3255,-37.5153,-17.5428
2025-08-15T23:59:42.156Z,0.5973,0.6598,-0.615,-0.1898,0.278,0.526,-0.5912,-37.6189,-17.9651
2025-08-15T23:59:42.165Z,0.6391,0.6296,-0.6375,-0.1532,0.2803,0.5168,-0.8078,-37.538,-18.2664
2025-08-15T23:59:42.175Z,0.5991,0.7064,-0.5792,-0.1202,0.2414,0.4938,-1.0789,-37.6032,-18.2011
2025-08-15T23:59:42.185Z,0.5991,0.8495,-0.4608,-0.0997,0.1892,0.4688,-1.1861,-37.5928,-18.1539
2025-08-15T23:59:42.196Z,0.7091,0.9151,-0.4212,-0.0733,0.1702,0.4393,-1.211,-37.5789,-17.962
2025-08-15T23:59:42.205Z,0.7917,0.8726,-0.4537,-0.0389,0.1926,0.4079,-1.2276,-37.5301,-18.0785
2025-08-15T23:59:42.215Z,0.7351,0.8468,-0.3993,-0.0066,0.2158,0.3789,-1.4367,-37.5441,-18.2276
2025-08-15T23:59:42.224Z,0.6028,0.8769,-0.332,0.0176,0.2173,0.3643,-1.5085,-37.5315,-18.1367
2025-08-15T23:59:42.236Z,0.5699,0.8936,-0.2969,0.0312,0.2164,0.3655,-1.5693,-37.5288,-18.1155
2025-08-15T23:59:42.244Z,0.6637,0.8501,-0.3531,0.0514,0.2285,0.3739,-1.7211,-37.4654,-18.2805
2025-08-15T23:59:42.255Z,0.7288,0.8167,-0.3563,0.0668,0.235,0.3697,-1.839,-37.5026,-18.3213
2025-08-15T23:59:42.264Z,0.7119,0.8785,-0.2064,0.077,0.2024,0.3495,-1.942,-37.567,-18.1623
2025-08-15T23:59:42.274Z,0.7332,0.9691,-0.093,0.0868,0.1662,0.3256,-2.1267,-37.4841,-18.2176
2025-08-15T23:59:42.284Z,0.8254,0.9575,-0.0978,0.1033,0.1477,0.2961,-2.1829,-37.569,-18.1429
2025-08-15T23:59:42.294Z,0.8807,0.8766,-0.0678,0.1203,0.1397,0.2569,-2.3117,-37.5823,-18.155
2025-08-15T23:59:42.306Z,0.8521,0.8058,0.002,0.1359,0.1252,0.2256,-2.4456,-37.5728,-17.9956
2025-08-15T23:59:42.314Z,0.8227,0.7906,0.1138,0.1472,0.1035,0.2054,-2.4783,-37.5044,-17.9447
2025-08-15T23:59:42.324Z,0.8281,0.7453,0.2439,0.1574,0.0746,0.1918,-2.5442,-37.5325,-18.0001
2025-08-15T23:59:42.334Z,0.8943,0.6423,0.3115,0.171,0.0499,0.1719,-2.5492,-37.5325,-17.9595
2025-08-15T23:59:42.345Z,0.9323,0.5304,0.4108,0.1813,0.0176,0.1449,-2.5477,-37.6237,-17.9475
2025-08-15T23:59:42.354Z,0.9437,0.4747,0.563,0.1856,-0.0157,0.1124,-2.6289,-37.6548,-18.041
2025-08-15T23:59:42.364Z,0.9716,0.4405,0.6754,0.1876,-0.0225,0.0867,-2.7013,-37.732,-17.8752
2025-08-15T23:59:42.374Z,0.9955,0.3337,0.675,0.1937,0.0077,0.0648,-2.6835,-37.7169,-17.9942
2025-08-15T23:59:42.385Z,0.91,0.2283,0.6037,0.2058,0.0814,0.0485,-2.6092,-37.7126,-17.7757
2025-08-15T23:59:42.394Z,0.7479,0.2284,0.4387,0.2019,0.1823,0.0442,-2.4524,-37.7435,-17.7104
